file,time,grp,nsweep,nrange,range_max_m,range_res_m,az_min,az_max,fa_min,fa_max,sweep_mode,fa_sig
corcsapr2cfrppiqcM1.b1.20181113.000003.nc,000003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.001503.nc,001503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.003003.nc,003003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.004503.nc,004503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.010003.nc,010003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.011503.nc,011503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.013003.nc,013003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.014503.nc,014503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.020003.nc,020003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.021503.nc,021503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.023003.nc,023003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.024503.nc,024503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.030003.nc,030003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.031503.nc,031503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.033003.nc,033003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.034503.nc,034503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.040003.nc,040003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.041503.nc,041503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.043003.nc,043003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.044504.nc,044504,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.050004.nc,050004,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.051503.nc,051503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.053004.nc,053004,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.054503.nc,054503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.060004.nc,060004,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.061503.nc,061503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.063004.nc,063004,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.064503.nc,064503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.070003.nc,070003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.071503.nc,071503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.073003.nc,073003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.074503.nc,074503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.080003.nc,080003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.081503.nc,081503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.083003.nc,083003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.084503.nc,084503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.090003.nc,090003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.091503.nc,091503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.093003.nc,093003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.094503.nc,094503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.100003.nc,100003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.101503.nc,101503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.103003.nc,103003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.104503.nc,104503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.110003.nc,110003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.111503.nc,111503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.113003.nc,113003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.114503.nc,114503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.120003.nc,120003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.121503.nc,121503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.123003.nc,123003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.124503.nc,124503,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.130003.nc,130003,PPI_vol_15swp,15,1100,109900,100.0,360,361,0.5,32.70000076293945,sector,"0.5,1.5,2.6,3.8,5.1,6.5,8.0,9.6,11.3,13.2,15.5,18.4,22.1,26.9,32.7"
corcsapr2cfrppiqcM1.b1.20181113.131434.nc,131434,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131459.nc,131459,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131523.nc,131523,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131548.nc,131548,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131612.nc,131612,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131637.nc,131637,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131701.nc,131701,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131726.nc,131726,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131751.nc,131751,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.131815.nc,131815,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.133831.nc,133831,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.133901.nc,133901,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.133931.nc,133931,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134001.nc,134001,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134031.nc,134031,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134101.nc,134101,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134131.nc,134131,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134201.nc,134201,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134231.nc,134231,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134301.nc,134301,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134331.nc,134331,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134401.nc,134401,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134431.nc,134431,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134501.nc,134501,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134531.nc,134531,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134601.nc,134601,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134631.nc,134631,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134701.nc,134701,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134731.nc,134731,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134801.nc,134801,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134831.nc,134831,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134901.nc,134901,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.134931.nc,134931,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135001.nc,135001,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135031.nc,135031,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135101.nc,135101,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135131.nc,135131,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135201.nc,135201,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135231.nc,135231,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135301.nc,135301,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135331.nc,135331,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135401.nc,135401,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135431.nc,135431,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135531.nc,135531,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135601.nc,135601,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135631.nc,135631,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135731.nc,135731,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135801.nc,135801,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135831.nc,135831,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135901.nc,135901,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.135931.nc,135931,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.140001.nc,140001,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.140031.nc,140031,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.140101.nc,140101,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.140131.nc,140131,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.140201.nc,140201,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.140231.nc,140231,sector_1swp,1,275,27400,100.0,360,360,3.5999999046325684,3.5999999046325684,sector,3.6
corcsapr2cfrppiqcM1.b1.20181113.140301.nc,140301,sector_1swp,1,275,27400,100.0,361,361,3.5999999046325684,3.5999999046325684,sector,3.6
